Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,Light-U-Net_55_725,381,379,379,374,5,5.0,1.3192612137203166,1.3192612137203166,360,19,19.0,5.013192612137203,5.013192612137203
10ld3,Light-U-Net_55_725,239,238,238,280,-42,42.0,-17.647058823529413,17.647058823529413,264,-26,26.0,-10.92436974789916,10.92436974789916
10ll1,Light-U-Net_55_725,341,338,338,366,-28,28.0,-8.284023668639055,8.284023668639055,353,-15,15.0,-4.437869822485207,4.437869822485207
10lr2,Light-U-Net_55_725,349,346,346,362,-16,16.0,-4.624277456647398,4.624277456647398,343,3,3.0,0.8670520231213872,0.8670520231213872
10lr3,Light-U-Net_55_725,183,182,182,250,-68,68.0,-37.362637362637365,37.362637362637365,240,-58,58.0,-31.868131868131865,31.868131868131865
10lu1,Light-U-Net_55_725,380,377,377,386,-9,9.0,-2.3872679045092835,2.3872679045092835,369,8,8.0,2.122015915119363,2.122015915119363
10lu2,Light-U-Net_55_725,392,387,387,385,2,2.0,0.516795865633075,0.516795865633075,362,25,25.0,6.459948320413436,6.459948320413436
10lu3,Light-U-Net_55_725,171,170,170,282,-112,112.0,-65.88235294117646,65.88235294117646,261,-91,91.0,-53.529411764705884,53.529411764705884
10rd2,Light-U-Net_55_725,419,417,417,390,27,27.0,6.474820143884892,6.474820143884892,368,49,49.0,11.750599520383693,11.750599520383693
10rl1,Light-U-Net_55_725,417,416,416,383,33,33.0,7.9326923076923075,7.9326923076923075,367,49,49.0,11.778846153846153,11.778846153846153
10rl2,Light-U-Net_55_725,373,371,371,337,34,34.0,9.164420485175203,9.164420485175203,317,54,54.0,14.555256064690028,14.555256064690028
10rr1,Light-U-Net_55_725,448,444,444,410,34,34.0,7.657657657657657,7.657657657657657,392,52,52.0,11.711711711711711,11.711711711711711
10rr2,Light-U-Net_55_725,237,235,235,251,-16,16.0,-6.808510638297872,6.808510638297872,240,-5,5.0,-2.127659574468085,2.127659574468085
10rr3,Light-U-Net_55_725,175,176,176,197,-21,21.0,-11.931818181818182,11.931818181818182,187,-11,11.0,-6.25,6.25
10ru1,Light-U-Net_55_725,386,384,384,390,-6,6.0,-1.5625,1.5625,374,10,10.0,2.604166666666667,2.604166666666667
10ru2,Light-U-Net_55_725,416,413,413,423,-10,10.0,-2.4213075060532687,2.4213075060532687,399,14,14.0,3.389830508474576,3.389830508474576
10ru3,Light-U-Net_55_725,201,201,201,221,-20,20.0,-9.950248756218906,9.950248756218906,218,-17,17.0,-8.45771144278607,8.45771144278607
11ld1,Light-U-Net_55_725,479,477,477,454,23,23.0,4.821802935010482,4.821802935010482,416,61,61.0,12.78825995807128,12.78825995807128
11ld2,Light-U-Net_55_725,320,319,319,325,-6,6.0,-1.8808777429467085,1.8808777429467085,308,11,11.0,3.4482758620689653,3.4482758620689653
11ll1,Light-U-Net_55_725,473,465,465,463,2,2.0,0.43010752688172044,0.43010752688172044,433,32,32.0,6.881720430107527,6.881720430107527
11ll2,Light-U-Net_55_725,272,272,272,283,-11,11.0,-4.044117647058823,4.044117647058823,268,4,4.0,1.4705882352941175,1.4705882352941175
11ll3,Light-U-Net_55_725,165,165,165,180,-15,15.0,-9.090909090909092,9.090909090909092,167,-2,2.0,-1.2121212121212122,1.2121212121212122
11lr2,Light-U-Net_55_725,510,505,506,425,81,81.0,16.007905138339922,16.007905138339922,409,97,97.0,19.1699604743083,19.1699604743083
11lu1,Light-U-Net_55_725,412,409,409,373,36,36.0,8.80195599022005,8.80195599022005,361,48,48.0,11.7359413202934,11.7359413202934
11lu2,Light-U-Net_55_725,447,445,445,415,30,30.0,6.741573033707865,6.741573033707865,393,52,52.0,11.685393258426966,11.685393258426966
11lu3,Light-U-Net_55_725,356,356,356,345,11,11.0,3.089887640449438,3.089887640449438,330,26,26.0,7.303370786516854,7.303370786516854
11rd1,Light-U-Net_55_725,487,481,481,417,64,64.0,13.305613305613306,13.305613305613306,395,86,86.0,17.87941787941788,17.87941787941788
11rd3,Light-U-Net_55_725,158,158,158,199,-41,41.0,-25.949367088607595,25.949367088607595,186,-28,28.0,-17.72151898734177,17.72151898734177
11rl1,Light-U-Net_55_725,473,468,468,416,52,52.0,11.11111111111111,11.11111111111111,394,74,74.0,15.81196581196581,15.81196581196581
11rl3,Light-U-Net_55_725,267,265,265,268,-3,3.0,-1.1320754716981132,1.1320754716981132,251,14,14.0,5.283018867924529,5.283018867924529
11rr1,Light-U-Net_55_725,377,377,377,295,82,82.0,21.750663129973475,21.750663129973475,285,92,92.0,24.40318302387268,24.40318302387268
11rr2,Light-U-Net_55_725,373,368,367,352,15,15.0,4.087193460490464,4.087193460490464,331,36,36.0,9.809264305177113,9.809264305177113
11ru1,Light-U-Net_55_725,375,374,374,328,46,46.0,12.299465240641712,12.299465240641712,315,59,59.0,15.775401069518717,15.775401069518717
11ru2,Light-U-Net_55_725,420,415,415,337,78,78.0,18.795180722891565,18.795180722891565,317,98,98.0,23.6144578313253,23.6144578313253
11ru3,Light-U-Net_55_725,366,360,360,361,-1,1.0,-0.2777777777777778,0.2777777777777778,341,19,19.0,5.277777777777778,5.277777777777778
12ld2,Light-U-Net_55_725,413,409,409,410,-1,1.0,-0.24449877750611246,0.24449877750611246,384,25,25.0,6.112469437652812,6.112469437652812
12ll1,Light-U-Net_55_725,445,445,445,401,44,44.0,9.887640449438202,9.887640449438202,379,66,66.0,14.831460674157304,14.831460674157304
12ll2,Light-U-Net_55_725,506,500,500,434,66,66.0,13.200000000000001,13.200000000000001,406,94,94.0,18.8,18.8
12lr1,Light-U-Net_55_725,328,326,326,328,-2,2.0,-0.6134969325153374,0.6134969325153374,313,13,13.0,3.9877300613496933,3.9877300613496933
12lr2,Light-U-Net_55_725,258,257,257,261,-4,4.0,-1.556420233463035,1.556420233463035,249,8,8.0,3.11284046692607,3.11284046692607
12lr3,Light-U-Net_55_725,147,144,144,172,-28,28.0,-19.444444444444446,19.444444444444446,157,-13,13.0,-9.027777777777777,9.027777777777777
12lu1,Light-U-Net_55_725,545,543,543,451,92,92.0,16.94290976058932,16.94290976058932,420,123,123.0,22.65193370165746,22.65193370165746
12lu3,Light-U-Net_55_725,129,129,129,138,-9,9.0,-6.976744186046512,6.976744186046512,136,-7,7.0,-5.426356589147287,5.426356589147287
