Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,Light-U-Net_55_1,381,379,379,370,9,9.0,2.3746701846965697,2.3746701846965697,356,23,23.0,6.068601583113456,6.068601583113456
10ld3,Light-U-Net_55_1,239,238,238,274,-36,36.0,-15.126050420168067,15.126050420168067,258,-20,20.0,-8.403361344537815,8.403361344537815
10ll1,Light-U-Net_55_1,341,338,338,354,-16,16.0,-4.733727810650888,4.733727810650888,342,-4,4.0,-1.183431952662722,1.183431952662722
10lr2,Light-U-Net_55_1,349,346,346,354,-8,8.0,-2.312138728323699,2.312138728323699,335,11,11.0,3.1791907514450863,3.1791907514450863
10lr3,Light-U-Net_55_1,183,182,182,242,-60,60.0,-32.967032967032964,32.967032967032964,232,-50,50.0,-27.472527472527474,27.472527472527474
10lu1,Light-U-Net_55_1,380,377,377,382,-5,5.0,-1.3262599469496021,1.3262599469496021,365,12,12.0,3.183023872679045,3.183023872679045
10lu2,Light-U-Net_55_1,392,387,387,379,8,8.0,2.0671834625323,2.0671834625323,356,31,31.0,8.010335917312661,8.010335917312661
10lu3,Light-U-Net_55_1,171,170,170,272,-102,102.0,-60.0,60.0,252,-82,82.0,-48.23529411764706,48.23529411764706
10rd2,Light-U-Net_55_1,419,417,417,383,34,34.0,8.15347721822542,8.15347721822542,361,56,56.0,13.42925659472422,13.42925659472422
10rl1,Light-U-Net_55_1,417,416,416,377,39,39.0,9.375,9.375,361,55,55.0,13.221153846153847,13.221153846153847
10rl2,Light-U-Net_55_1,373,371,371,332,39,39.0,10.512129380053908,10.512129380053908,312,59,59.0,15.902964959568733,15.902964959568733
10rr1,Light-U-Net_55_1,448,444,444,394,50,50.0,11.26126126126126,11.26126126126126,379,65,65.0,14.63963963963964,14.63963963963964
10rr2,Light-U-Net_55_1,237,235,235,251,-16,16.0,-6.808510638297872,6.808510638297872,240,-5,5.0,-2.127659574468085,2.127659574468085
10rr3,Light-U-Net_55_1,175,176,176,194,-18,18.0,-10.227272727272728,10.227272727272728,184,-8,8.0,-4.545454545454546,4.545454545454546
10ru1,Light-U-Net_55_1,386,384,384,381,3,3.0,0.78125,0.78125,365,19,19.0,4.947916666666666,4.947916666666666
10ru2,Light-U-Net_55_1,416,413,413,408,5,5.0,1.2106537530266344,1.2106537530266344,385,28,28.0,6.779661016949152,6.779661016949152
10ru3,Light-U-Net_55_1,201,201,201,216,-15,15.0,-7.462686567164178,7.462686567164178,213,-12,12.0,-5.970149253731343,5.970149253731343
11ld1,Light-U-Net_55_1,479,477,477,442,35,35.0,7.337526205450734,7.337526205450734,407,70,70.0,14.675052410901468,14.675052410901468
11ld2,Light-U-Net_55_1,320,319,319,323,-4,4.0,-1.2539184952978055,1.2539184952978055,306,13,13.0,4.075235109717868,4.075235109717868
11ll1,Light-U-Net_55_1,473,465,465,454,11,11.0,2.3655913978494625,2.3655913978494625,425,40,40.0,8.60215053763441,8.60215053763441
11ll2,Light-U-Net_55_1,272,272,272,282,-10,10.0,-3.6764705882352944,3.6764705882352944,267,5,5.0,1.8382352941176472,1.8382352941176472
11ll3,Light-U-Net_55_1,165,165,165,180,-15,15.0,-9.090909090909092,9.090909090909092,167,-2,2.0,-1.2121212121212122,1.2121212121212122
11lr2,Light-U-Net_55_1,510,505,506,419,87,87.0,17.193675889328063,17.193675889328063,403,103,103.0,20.35573122529644,20.35573122529644
11lu1,Light-U-Net_55_1,412,409,409,366,43,43.0,10.513447432762836,10.513447432762836,354,55,55.0,13.447432762836186,13.447432762836186
11lu2,Light-U-Net_55_1,447,445,445,404,41,41.0,9.213483146067416,9.213483146067416,382,63,63.0,14.157303370786517,14.157303370786517
