Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
33_8_lr2,Light-U-Net_55_015,191,190,190,208,-18,18.0,-9.473684210526317,9.473684210526317,203,-13,13.0,-6.842105263157896,6.842105263157896
33_8_lr3,Light-U-Net_55_015,153,154,154,185,-31,31.0,-20.12987012987013,20.12987012987013,167,-13,13.0,-8.441558441558442,8.441558441558442
33_8_lu2,Light-U-Net_55_015,447,445,445,407,38,38.0,8.539325842696629,8.539325842696629,381,64,64.0,14.382022471910114,14.382022471910114
33_8_lu3,Light-U-Net_55_015,240,239,239,236,3,3.0,1.2552301255230125,1.2552301255230125,232,7,7.0,2.928870292887029,2.928870292887029
33_8_rd1,Light-U-Net_55_015,414,413,413,393,20,20.0,4.842615012106537,4.842615012106537,379,34,34.0,8.232445520581114,8.232445520581114
33_8_rd2,Light-U-Net_55_015,453,452,452,428,24,24.0,5.3097345132743365,5.3097345132743365,400,52,52.0,11.504424778761061,11.504424778761061
33_8_rd3,Light-U-Net_55_015,215,215,215,231,-16,16.0,-7.441860465116279,7.441860465116279,219,-4,4.0,-1.8604651162790697,1.8604651162790697
33_8_rl1,Light-U-Net_55_015,436,435,435,402,33,33.0,7.586206896551724,7.586206896551724,386,49,49.0,11.264367816091953,11.264367816091953
33_8_rl2,Light-U-Net_55_015,465,459,459,411,48,48.0,10.457516339869281,10.457516339869281,390,69,69.0,15.032679738562091,15.032679738562091
33_8_rl3,Light-U-Net_55_015,232,231,231,241,-10,10.0,-4.329004329004329,4.329004329004329,236,-5,5.0,-2.1645021645021645,2.1645021645021645
33_8_rr1,Light-U-Net_55_015,471,471,471,432,39,39.0,8.280254777070063,8.280254777070063,414,57,57.0,12.101910828025478,12.101910828025478
33_8_rr2,Light-U-Net_55_015,268,267,267,273,-6,6.0,-2.247191011235955,2.247191011235955,262,5,5.0,1.8726591760299627,1.8726591760299627
33_8_rr3,Light-U-Net_55_015,128,128,128,161,-33,33.0,-25.78125,25.78125,154,-26,26.0,-20.3125,20.3125
33_8_ru1,Light-U-Net_55_015,424,422,422,404,18,18.0,4.265402843601896,4.265402843601896,390,32,32.0,7.5829383886255926,7.5829383886255926
33_8_ru2,Light-U-Net_55_015,363,362,362,367,-5,5.0,-1.3812154696132597,1.3812154696132597,349,13,13.0,3.591160220994475,3.591160220994475
33_8_ru3,Light-U-Net_55_015,272,270,270,291,-21,21.0,-7.777777777777778,7.777777777777778,276,-6,6.0,-2.2222222222222223,2.2222222222222223
33ld2,Light-U-Net_55_015,493,491,491,436,55,55.0,11.201629327902241,11.201629327902241,408,83,83.0,16.90427698574338,16.90427698574338
33ll1,Light-U-Net_55_015,439,436,436,423,13,13.0,2.981651376146789,2.981651376146789,401,35,35.0,8.027522935779817,8.027522935779817
33ll2,Light-U-Net_55_015,478,470,469,457,12,12.0,2.55863539445629,2.55863539445629,432,37,37.0,7.889125799573561,7.889125799573561
33ll3,Light-U-Net_55_015,438,435,435,423,12,12.0,2.7586206896551726,2.7586206896551726,406,29,29.0,6.666666666666667,6.666666666666667
33lr2,Light-U-Net_55_015,439,437,437,444,-7,7.0,-1.6018306636155606,1.6018306636155606,424,13,13.0,2.9748283752860414,2.9748283752860414
33lu1,Light-U-Net_55_015,362,361,361,366,-5,5.0,-1.3850415512465373,1.3850415512465373,341,20,20.0,5.540166204986149,5.540166204986149
33lu2,Light-U-Net_55_015,288,284,284,310,-26,26.0,-9.15492957746479,9.15492957746479,302,-18,18.0,-6.338028169014084,6.338028169014084
33lu3,Light-U-Net_55_015,157,157,157,193,-36,36.0,-22.929936305732486,22.929936305732486,181,-24,24.0,-15.286624203821656,15.286624203821656
33rd1,Light-U-Net_55_015,440,438,438,446,-8,8.0,-1.82648401826484,1.82648401826484,418,20,20.0,4.5662100456621,4.5662100456621
33rd2,Light-U-Net_55_015,430,428,428,488,-60,60.0,-14.018691588785046,14.018691588785046,442,-14,14.0,-3.2710280373831773,3.2710280373831773
33rd3,Light-U-Net_55_015,295,291,291,333,-42,42.0,-14.432989690721648,14.432989690721648,316,-25,25.0,-8.59106529209622,8.59106529209622
33rl1,Light-U-Net_55_015,441,438,438,428,10,10.0,2.28310502283105,2.28310502283105,400,38,38.0,8.67579908675799,8.67579908675799
33rl2,Light-U-Net_55_015,454,452,452,466,-14,14.0,-3.0973451327433628,3.0973451327433628,433,19,19.0,4.20353982300885,4.20353982300885
33rl3,Light-U-Net_55_015,332,330,329,343,-14,14.0,-4.25531914893617,4.25531914893617,332,-3,3.0,-0.911854103343465,0.911854103343465
33rr1,Light-U-Net_55_015,408,407,407,425,-18,18.0,-4.422604422604422,4.422604422604422,395,12,12.0,2.9484029484029484,2.9484029484029484
33rr2,Light-U-Net_55_015,421,421,421,392,29,29.0,6.88836104513064,6.88836104513064,368,53,53.0,12.589073634204276,12.589073634204276
33ru1,Light-U-Net_55_015,448,447,447,459,-12,12.0,-2.684563758389262,2.684563758389262,422,25,25.0,5.592841163310962,5.592841163310962
33ru2,Light-U-Net_55_015,420,418,418,423,-5,5.0,-1.1961722488038278,1.1961722488038278,410,8,8.0,1.9138755980861244,1.9138755980861244
33ru3,Light-U-Net_55_015,231,241,241,262,-21,21.0,-8.71369294605809,8.71369294605809,244,-3,3.0,-1.2448132780082988,1.2448132780082988
34_8_ld1,Light-U-Net_55_015,392,391,392,368,24,24.0,6.122448979591836,6.122448979591836,350,42,42.0,10.714285714285714,10.714285714285714
34_8_ld3,Light-U-Net_55_015,287,287,287,298,-11,11.0,-3.8327526132404177,3.8327526132404177,289,-2,2.0,-0.6968641114982579,0.6968641114982579
34_8_ll1,Light-U-Net_55_015,441,443,443,426,17,17.0,3.837471783295711,3.837471783295711,403,40,40.0,9.029345372460497,9.029345372460497
34_8_ll2,Light-U-Net_55_015,357,356,356,387,-31,31.0,-8.707865168539326,8.707865168539326,363,-7,7.0,-1.9662921348314606,1.9662921348314606
34_8_ll3,Light-U-Net_55_015,251,252,252,279,-27,27.0,-10.714285714285714,10.714285714285714,264,-12,12.0,-4.761904761904762,4.761904761904762
34_8_lr1,Light-U-Net_55_015,474,474,474,438,36,36.0,7.59493670886076,7.59493670886076,414,60,60.0,12.658227848101266,12.658227848101266
34_8_lr3,Light-U-Net_55_015,258,257,257,276,-19,19.0,-7.392996108949417,7.392996108949417,268,-11,11.0,-4.280155642023346,4.280155642023346
34_8_lu2,Light-U-Net_55_015,430,429,429,424,5,5.0,1.1655011655011656,1.1655011655011656,399,30,30.0,6.993006993006993,6.993006993006993
34_8_rd2,Light-U-Net_55_015,406,404,404,408,-4,4.0,-0.9900990099009901,0.9900990099009901,384,20,20.0,4.9504950495049505,4.9504950495049505
34_8_rd3,Light-U-Net_55_015,191,191,191,232,-41,41.0,-21.465968586387437,21.465968586387437,217,-26,26.0,-13.612565445026178,13.612565445026178
34_8_rl2,Light-U-Net_55_015,424,423,423,368,55,55.0,13.002364066193852,13.002364066193852,352,71,71.0,16.78486997635934,16.78486997635934
34_8_rl3,Light-U-Net_55_015,316,314,314,356,-42,42.0,-13.375796178343949,13.375796178343949,324,-10,10.0,-3.1847133757961785,3.1847133757961785
34_8_rr1,Light-U-Net_55_015,421,421,421,410,11,11.0,2.6128266033254155,2.6128266033254155,385,36,36.0,8.551068883610451,8.551068883610451
34_8_rr2,Light-U-Net_55_015,342,341,341,350,-9,9.0,-2.6392961876832843,2.6392961876832843,338,3,3.0,0.8797653958944283,0.8797653958944283
34_8_rr3,Light-U-Net_55_015,283,282,282,327,-45,45.0,-15.957446808510639,15.957446808510639,297,-15,15.0,-5.319148936170213,5.319148936170213
34_8_ru1,Light-U-Net_55_015,401,408,408,422,-14,14.0,-3.431372549019608,3.431372549019608,393,15,15.0,3.6764705882352944,3.6764705882352944
34_8_ru2,Light-U-Net_55_015,261,261,261,294,-33,33.0,-12.643678160919542,12.643678160919542,275,-14,14.0,-5.363984674329502,5.363984674329502
34_8_ru3,Light-U-Net_55_015,412,411,411,394,17,17.0,4.13625304136253,4.13625304136253,372,39,39.0,9.48905109489051,9.48905109489051
34ld3,Light-U-Net_55_015,227,227,227,210,17,17.0,7.488986784140969,7.488986784140969,200,27,27.0,11.894273127753303,11.894273127753303
34lr2,Light-U-Net_55_015,355,352,352,360,-8,8.0,-2.272727272727273,2.272727272727273,337,15,15.0,4.261363636363636,4.261363636363636
34lr3,Light-U-Net_55_015,134,135,135,155,-20,20.0,-14.814814814814813,14.814814814814813,151,-16,16.0,-11.851851851851853,11.851851851851853
34rd1,Light-U-Net_55_015,404,400,400,318,82,82.0,20.5,20.5,301,99,99.0,24.75,24.75
34rd2,Light-U-Net_55_015,297,295,295,295,0,0.0,0.0,0.0,280,15,15.0,5.084745762711865,5.084745762711865
34rd3,Light-U-Net_55_015,146,146,146,184,-38,38.0,-26.027397260273972,26.027397260273972,166,-20,20.0,-13.698630136986301,13.698630136986301
34rl1,Light-U-Net_55_015,394,393,393,396,-3,3.0,-0.7633587786259541,0.7633587786259541,373,20,20.0,5.089058524173027,5.089058524173027
34rl2,Light-U-Net_55_015,390,388,388,393,-5,5.0,-1.2886597938144329,1.2886597938144329,367,21,21.0,5.412371134020619,5.412371134020619
34rl3,Light-U-Net_55_015,256,256,256,282,-26,26.0,-10.15625,10.15625,264,-8,8.0,-3.125,3.125
34rr1,Light-U-Net_55_015,395,392,392,391,1,1.0,0.25510204081632654,0.25510204081632654,363,29,29.0,7.3979591836734695,7.3979591836734695
34rr2,Light-U-Net_55_015,386,381,381,359,22,22.0,5.774278215223097,5.774278215223097,337,44,44.0,11.548556430446194,11.548556430446194
34ru2,Light-U-Net_55_015,405,401,401,409,-8,8.0,-1.99501246882793,1.99501246882793,381,20,20.0,4.987531172069826,4.987531172069826
34ru3,Light-U-Net_55_015,287,287,287,322,-35,35.0,-12.195121951219512,12.195121951219512,300,-13,13.0,-4.529616724738676,4.529616724738676
35_8_ld1,Light-U-Net_55_015,417,414,414,400,14,14.0,3.3816425120772946,3.3816425120772946,384,30,30.0,7.246376811594203,7.246376811594203
35_8_ld2,Light-U-Net_55_015,432,431,431,404,27,27.0,6.2645011600928076,6.2645011600928076,388,43,43.0,9.976798143851507,9.976798143851507
35_8_ld3,Light-U-Net_55_015,237,237,237,242,-5,5.0,-2.109704641350211,2.109704641350211,233,4,4.0,1.6877637130801686,1.6877637130801686
35_8_ll1,Light-U-Net_55_015,419,417,417,391,26,26.0,6.235011990407674,6.235011990407674,365,52,52.0,12.470023980815348,12.470023980815348
35_8_ll2,Light-U-Net_55_015,265,265,265,283,-18,18.0,-6.7924528301886795,6.7924528301886795,269,-4,4.0,-1.509433962264151,1.509433962264151
35_8_ll3,Light-U-Net_55_015,127,126,126,159,-33,33.0,-26.190476190476193,26.190476190476193,148,-22,22.0,-17.46031746031746,17.46031746031746
35_8_lr1,Light-U-Net_55_015,433,435,435,407,28,28.0,6.436781609195402,6.436781609195402,384,51,51.0,11.724137931034482,11.724137931034482
35_8_lr2,Light-U-Net_55_015,416,416,416,407,9,9.0,2.1634615384615383,2.1634615384615383,384,32,32.0,7.6923076923076925,7.6923076923076925
