Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,U-Net_25_2,381,379,379,359,20,20.0,5.277044854881266,5.277044854881266,349,30,30.0,7.9155672823219,7.9155672823219
10ld3,U-Net_25_2,239,238,238,292,-54,54.0,-22.689075630252102,22.689075630252102,265,-27,27.0,-11.344537815126051,11.344537815126051
10ll1,U-Net_25_2,341,338,338,347,-9,9.0,-2.6627218934911245,2.6627218934911245,339,-1,1.0,-0.2958579881656805,0.2958579881656805
10lr2,U-Net_25_2,349,346,346,339,7,7.0,2.023121387283237,2.023121387283237,320,26,26.0,7.514450867052023,7.514450867052023
10lr3,U-Net_25_2,183,182,182,252,-70,70.0,-38.46153846153847,38.46153846153847,224,-42,42.0,-23.076923076923077,23.076923076923077
10lu1,U-Net_25_2,380,377,377,361,16,16.0,4.244031830238726,4.244031830238726,347,30,30.0,7.957559681697612,7.957559681697612
10lu2,U-Net_25_2,392,387,387,363,24,24.0,6.2015503875969,6.2015503875969,348,39,39.0,10.077519379844961,10.077519379844961
10lu3,U-Net_25_2,171,170,170,260,-90,90.0,-52.94117647058824,52.94117647058824,232,-62,62.0,-36.470588235294116,36.470588235294116
10rd2,U-Net_25_2,419,417,417,370,47,47.0,11.270983213429256,11.270983213429256,356,61,61.0,14.628297362110313,14.628297362110313
10rl1,U-Net_25_2,417,416,416,376,40,40.0,9.615384615384617,9.615384615384617,362,54,54.0,12.980769230769232,12.980769230769232
10rl2,U-Net_25_2,373,371,371,0,371,371.0,100.0,100.0,0,371,371.0,100.0,100.0
10rr1,U-Net_25_2,448,444,444,379,65,65.0,14.63963963963964,14.63963963963964,370,74,74.0,16.666666666666664,16.666666666666664
10rr2,U-Net_25_2,237,235,235,0,235,235.0,100.0,100.0,0,235,235.0,100.0,100.0
10rr3,U-Net_25_2,175,176,176,213,-37,37.0,-21.022727272727273,21.022727272727273,185,-9,9.0,-5.113636363636364,5.113636363636364
10ru1,U-Net_25_2,386,384,384,365,19,19.0,4.947916666666666,4.947916666666666,356,28,28.0,7.291666666666667,7.291666666666667
10ru2,U-Net_25_2,416,413,413,0,413,413.0,100.0,100.0,0,413,413.0,100.0,100.0
10ru3,U-Net_25_2,201,201,201,236,-35,35.0,-17.412935323383085,17.412935323383085,211,-10,10.0,-4.975124378109453,4.975124378109453
11ld1,U-Net_25_2,479,477,477,412,65,65.0,13.626834381551362,13.626834381551362,402,75,75.0,15.723270440251572,15.723270440251572
11ld2,U-Net_25_2,320,319,319,326,-7,7.0,-2.19435736677116,2.19435736677116,313,6,6.0,1.8808777429467085,1.8808777429467085
11ll1,U-Net_25_2,473,465,465,417,48,48.0,10.32258064516129,10.32258064516129,407,58,58.0,12.473118279569892,12.473118279569892
11ll2,U-Net_25_2,272,272,272,292,-20,20.0,-7.352941176470589,7.352941176470589,274,-2,2.0,-0.7352941176470588,0.7352941176470588
11ll3,U-Net_25_2,165,165,165,195,-30,30.0,-18.181818181818183,18.181818181818183,176,-11,11.0,-6.666666666666667,6.666666666666667
11lr2,U-Net_25_2,510,505,506,406,100,100.0,19.76284584980237,19.76284584980237,397,109,109.0,21.541501976284586,21.541501976284586
11lu1,U-Net_25_2,412,409,409,384,25,25.0,6.112469437652812,6.112469437652812,373,36,36.0,8.80195599022005,8.80195599022005
