Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,U-Net_25_25,381,379,379,207,172,172.0,45.382585751978894,45.382585751978894,207,172,172.0,45.382585751978894,45.382585751978894
10ld3,U-Net_25_25,239,238,238,218,20,20.0,8.403361344537815,8.403361344537815,214,24,24.0,10.084033613445378,10.084033613445378
10ll1,U-Net_25_25,341,338,338,222,116,116.0,34.319526627218934,34.319526627218934,221,117,117.0,34.61538461538461,34.61538461538461
10lr2,U-Net_25_25,349,346,346,221,125,125.0,36.127167630057805,36.127167630057805,218,128,128.0,36.99421965317919,36.99421965317919
10lr3,U-Net_25_25,183,182,182,191,-9,9.0,-4.945054945054945,4.945054945054945,185,-3,3.0,-1.6483516483516485,1.6483516483516485
10lu1,U-Net_25_25,380,377,377,220,157,157.0,41.644562334217504,41.644562334217504,220,157,157.0,41.644562334217504,41.644562334217504
10lu2,U-Net_25_25,392,387,387,211,176,176.0,45.47803617571059,45.47803617571059,211,176,176.0,45.47803617571059,45.47803617571059
10lu3,U-Net_25_25,171,170,170,199,-29,29.0,-17.058823529411764,17.058823529411764,193,-23,23.0,-13.529411764705882,13.529411764705882
10rd2,U-Net_25_25,419,417,417,217,200,200.0,47.961630695443645,47.961630695443645,216,201,201.0,48.201438848920866,48.201438848920866
10rl1,U-Net_25_25,417,416,416,198,218,218.0,52.40384615384615,52.40384615384615,196,220,220.0,52.88461538461539,52.88461538461539
10rl2,U-Net_25_25,373,371,371,0,371,371.0,100.0,100.0,0,371,371.0,100.0,100.0
10rr1,U-Net_25_25,448,444,444,183,261,261.0,58.78378378378378,58.78378378378378,183,261,261.0,58.78378378378378,58.78378378378378
10rr2,U-Net_25_25,237,235,235,0,235,235.0,100.0,100.0,0,235,235.0,100.0,100.0
10rr3,U-Net_25_25,175,176,176,169,7,7.0,3.977272727272727,3.977272727272727,160,16,16.0,9.090909090909092,9.090909090909092
10ru1,U-Net_25_25,386,384,384,203,181,181.0,47.13541666666667,47.13541666666667,203,181,181.0,47.13541666666667,47.13541666666667
10ru2,U-Net_25_25,416,413,413,0,413,413.0,100.0,100.0,0,413,413.0,100.0,100.0
10ru3,U-Net_25_25,201,201,201,199,2,2.0,0.9950248756218906,0.9950248756218906,192,9,9.0,4.477611940298507,4.477611940298507
11ld1,U-Net_25_25,479,477,477,147,330,330.0,69.18238993710692,69.18238993710692,147,330,330.0,69.18238993710692,69.18238993710692
11ld2,U-Net_25_25,320,319,319,237,82,82.0,25.705329153605017,25.705329153605017,235,84,84.0,26.332288401253916,26.332288401253916
11ll1,U-Net_25_25,473,465,465,172,293,293.0,63.01075268817205,63.01075268817205,171,294,294.0,63.2258064516129,63.2258064516129
11ll2,U-Net_25_25,272,272,272,242,30,30.0,11.029411764705882,11.029411764705882,238,34,34.0,12.5,12.5
11ll3,U-Net_25_25,165,165,165,170,-5,5.0,-3.0303030303030303,3.0303030303030303,166,-1,1.0,-0.6060606060606061,0.6060606060606061
11lr2,U-Net_25_25,510,505,506,205,301,301.0,59.48616600790514,59.48616600790514,205,301,301.0,59.48616600790514,59.48616600790514
11lu1,U-Net_25_25,412,409,409,219,190,190.0,46.454767726161364,46.454767726161364,218,191,191.0,46.69926650366748,46.69926650366748
11lu2,U-Net_25_25,447,445,445,184,261,261.0,58.651685393258425,58.651685393258425,184,261,261.0,58.651685393258425,58.651685393258425
11lu3,U-Net_25_25,356,356,356,225,131,131.0,36.79775280898877,36.79775280898877,225,131,131.0,36.79775280898877,36.79775280898877
11rd1,U-Net_25_25,487,481,481,145,336,336.0,69.85446985446985,69.85446985446985,145,336,336.0,69.85446985446985,69.85446985446985
11rd3,U-Net_25_25,158,158,158,180,-22,22.0,-13.924050632911392,13.924050632911392,171,-13,13.0,-8.227848101265822,8.227848101265822
11rl1,U-Net_25_25,473,468,468,190,278,278.0,59.401709401709404,59.401709401709404,190,278,278.0,59.401709401709404,59.401709401709404
11rl3,U-Net_25_25,267,265,265,230,35,35.0,13.20754716981132,13.20754716981132,226,39,39.0,14.716981132075471,14.716981132075471
11rr1,U-Net_25_25,377,377,377,232,145,145.0,38.46153846153847,38.46153846153847,229,148,148.0,39.257294429708224,39.257294429708224
11rr2,U-Net_25_25,373,368,367,236,131,131.0,35.694822888283376,35.694822888283376,236,131,131.0,35.694822888283376,35.694822888283376
