Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,Light-U-Net_55_005,381,379,379,383,-4,4.0,-1.0554089709762533,1.0554089709762533,369,10,10.0,2.638522427440633,2.638522427440633
10ld3,Light-U-Net_55_005,239,238,238,290,-52,52.0,-21.84873949579832,21.84873949579832,274,-36,36.0,-15.126050420168067,15.126050420168067
10ll1,Light-U-Net_55_005,341,338,338,382,-44,44.0,-13.017751479289942,13.017751479289942,368,-30,30.0,-8.875739644970414,8.875739644970414
10lr2,Light-U-Net_55_005,349,346,346,379,-33,33.0,-9.53757225433526,9.53757225433526,360,-14,14.0,-4.046242774566474,4.046242774566474
10lr3,Light-U-Net_55_005,183,182,182,275,-93,93.0,-51.098901098901095,51.098901098901095,264,-82,82.0,-45.05494505494506,45.05494505494506
10lu1,Light-U-Net_55_005,380,377,377,399,-22,22.0,-5.835543766578249,5.835543766578249,381,-4,4.0,-1.0610079575596816,1.0610079575596816
10lu2,Light-U-Net_55_005,392,387,387,393,-6,6.0,-1.550387596899225,1.550387596899225,370,17,17.0,4.3927648578811365,4.3927648578811365
10lu3,Light-U-Net_55_005,171,170,170,319,-149,149.0,-87.6470588235294,87.6470588235294,294,-124,124.0,-72.94117647058823,72.94117647058823
10rd2,Light-U-Net_55_005,419,417,417,395,22,22.0,5.275779376498801,5.275779376498801,373,44,44.0,10.551558752997602,10.551558752997602
10rl1,Light-U-Net_55_005,417,416,416,392,24,24.0,5.769230769230769,5.769230769230769,376,40,40.0,9.615384615384617,9.615384615384617
10rl2,Light-U-Net_55_005,373,371,371,347,24,24.0,6.46900269541779,6.46900269541779,327,44,44.0,11.859838274932615,11.859838274932615
10rr1,Light-U-Net_55_005,448,444,444,415,29,29.0,6.531531531531531,6.531531531531531,397,47,47.0,10.585585585585585,10.585585585585585
10rr2,Light-U-Net_55_005,237,235,235,259,-24,24.0,-10.212765957446807,10.212765957446807,248,-13,13.0,-5.531914893617021,5.531914893617021
10rr3,Light-U-Net_55_005,175,176,176,200,-24,24.0,-13.636363636363635,13.636363636363635,190,-14,14.0,-7.954545454545454,7.954545454545454
10ru1,Light-U-Net_55_005,386,384,384,405,-21,21.0,-5.46875,5.46875,388,-4,4.0,-1.0416666666666665,1.0416666666666665
10ru2,Light-U-Net_55_005,416,413,413,436,-23,23.0,-5.569007263922518,5.569007263922518,412,1,1.0,0.24213075060532688,0.24213075060532688
10ru3,Light-U-Net_55_005,201,201,201,225,-24,24.0,-11.940298507462686,11.940298507462686,222,-21,21.0,-10.44776119402985,10.44776119402985
11ld1,Light-U-Net_55_005,479,477,477,464,13,13.0,2.7253668763102725,2.7253668763102725,426,51,51.0,10.69182389937107,10.69182389937107
11ld2,Light-U-Net_55_005,320,319,319,328,-9,9.0,-2.8213166144200628,2.8213166144200628,311,8,8.0,2.507836990595611,2.507836990595611
11ll1,Light-U-Net_55_005,473,465,465,472,-7,7.0,-1.5053763440860215,1.5053763440860215,442,23,23.0,4.946236559139785,4.946236559139785
11ll2,Light-U-Net_55_005,272,272,272,292,-20,20.0,-7.352941176470589,7.352941176470589,277,-5,5.0,-1.8382352941176472,1.8382352941176472
11ll3,Light-U-Net_55_005,165,165,165,190,-25,25.0,-15.151515151515152,15.151515151515152,177,-12,12.0,-7.2727272727272725,7.2727272727272725
