Animal Name,Network Type,Manual GT Cells,Auto method GT Cells method 1 ,Auto method GT Cells method 2 ,Reconstructed Cells,Difference (gt- pred),Abs Difference,Error rate,Abs Error rate,removed overlapped cells,Difference (gt- pred_e),Abs Difference enh,Error rate enh,Abs Error rate enh
10ld1,U-Net_55_1,381,379,379,399,-20,20.0,-5.277044854881266,5.277044854881266,392,-13,13.0,-3.430079155672823,3.430079155672823
10ld3,U-Net_55_1,239,238,238,291,-53,53.0,-22.268907563025213,22.268907563025213,276,-38,38.0,-15.966386554621847,15.966386554621847
10ll1,U-Net_55_1,341,338,338,393,-55,55.0,-16.272189349112427,16.272189349112427,384,-46,46.0,-13.609467455621301,13.609467455621301
10lr2,U-Net_55_1,349,346,346,372,-26,26.0,-7.514450867052023,7.514450867052023,362,-16,16.0,-4.624277456647398,4.624277456647398
10lr3,U-Net_55_1,183,182,182,250,-68,68.0,-37.362637362637365,37.362637362637365,236,-54,54.0,-29.67032967032967,29.67032967032967
10lu1,U-Net_55_1,380,377,377,398,-21,21.0,-5.570291777188329,5.570291777188329,390,-13,13.0,-3.4482758620689653,3.4482758620689653
10lu2,U-Net_55_1,392,387,387,391,-4,4.0,-1.03359173126615,1.03359173126615,381,6,6.0,1.550387596899225,1.550387596899225
10lu3,U-Net_55_1,171,170,170,274,-104,104.0,-61.1764705882353,61.1764705882353,259,-89,89.0,-52.352941176470594,52.352941176470594
10rd2,U-Net_55_1,419,417,417,405,12,12.0,2.877697841726619,2.877697841726619,395,22,22.0,5.275779376498801,5.275779376498801
10rl1,U-Net_55_1,417,416,416,421,-5,5.0,-1.201923076923077,1.201923076923077,406,10,10.0,2.403846153846154,2.403846153846154
10rl2,U-Net_55_1,373,371,371,0,371,371.0,100.0,100.0,0,371,371.0,100.0,100.0
10rr1,U-Net_55_1,448,444,444,426,18,18.0,4.054054054054054,4.054054054054054,409,35,35.0,7.882882882882883,7.882882882882883
10rr2,U-Net_55_1,237,235,235,0,235,235.0,100.0,100.0,0,235,235.0,100.0,100.0
10rr3,U-Net_55_1,175,176,176,211,-35,35.0,-19.886363636363637,19.886363636363637,199,-23,23.0,-13.068181818181818,13.068181818181818
10ru1,U-Net_55_1,386,384,384,403,-19,19.0,-4.947916666666666,4.947916666666666,392,-8,8.0,-2.083333333333333,2.083333333333333
10ru2,U-Net_55_1,416,413,413,0,413,413.0,100.0,100.0,0,413,413.0,100.0,100.0
10ru3,U-Net_55_1,201,201,201,224,-23,23.0,-11.442786069651742,11.442786069651742,213,-12,12.0,-5.970149253731343,5.970149253731343
11ld1,U-Net_55_1,479,477,477,474,3,3.0,0.628930817610063,0.628930817610063,465,12,12.0,2.515723270440252,2.515723270440252
11ld2,U-Net_55_1,320,319,319,331,-12,12.0,-3.761755485893417,3.761755485893417,322,-3,3.0,-0.9404388714733543,0.9404388714733543
11ll1,U-Net_55_1,473,465,465,485,-20,20.0,-4.301075268817205,4.301075268817205,467,-2,2.0,-0.43010752688172044,0.43010752688172044
11ll2,U-Net_55_1,272,272,272,294,-22,22.0,-8.088235294117647,8.088235294117647,280,-8,8.0,-2.941176470588235,2.941176470588235
11ll3,U-Net_55_1,165,165,165,184,-19,19.0,-11.515151515151516,11.515151515151516,178,-13,13.0,-7.878787878787878,7.878787878787878
11lr2,U-Net_55_1,510,505,506,450,56,56.0,11.067193675889328,11.067193675889328,442,64,64.0,12.648221343873518,12.648221343873518
11lu1,U-Net_55_1,412,409,409,411,-2,2.0,-0.4889975550122249,0.4889975550122249,400,9,9.0,2.2004889975550124,2.2004889975550124
11lu2,U-Net_55_1,447,445,445,444,1,1.0,0.22471910112359553,0.22471910112359553,427,18,18.0,4.044943820224719,4.044943820224719
11lu3,U-Net_55_1,356,356,356,365,-9,9.0,-2.528089887640449,2.528089887640449,354,2,2.0,0.5617977528089888,0.5617977528089888
11rd1,U-Net_55_1,487,481,481,469,12,12.0,2.494802494802495,2.494802494802495,456,25,25.0,5.197505197505198,5.197505197505198
11rd3,U-Net_55_1,158,158,158,204,-46,46.0,-29.11392405063291,29.11392405063291,191,-33,33.0,-20.88607594936709,20.88607594936709
11rl1,U-Net_55_1,473,468,468,436,32,32.0,6.837606837606838,6.837606837606838,424,44,44.0,9.401709401709402,9.401709401709402
11rl3,U-Net_55_1,267,265,265,277,-12,12.0,-4.528301886792453,4.528301886792453,269,-4,4.0,-1.509433962264151,1.509433962264151
11rr1,U-Net_55_1,377,377,377,321,56,56.0,14.854111405835543,14.854111405835543,316,61,61.0,16.180371352785148,16.180371352785148
11rr2,U-Net_55_1,373,368,367,359,8,8.0,2.17983651226158,2.17983651226158,353,14,14.0,3.8147138964577656,3.8147138964577656
11ru1,U-Net_55_1,375,374,374,360,14,14.0,3.7433155080213902,3.7433155080213902,351,23,23.0,6.149732620320856,6.149732620320856
11ru2,U-Net_55_1,420,415,415,376,39,39.0,9.397590361445783,9.397590361445783,364,51,51.0,12.289156626506024,12.289156626506024
11ru3,U-Net_55_1,366,360,360,373,-13,13.0,-3.6111111111111107,3.6111111111111107,360,0,0.0,0.0,0.0
12ld2,U-Net_55_1,413,409,409,427,-18,18.0,-4.400977995110025,4.400977995110025,412,-3,3.0,-0.7334963325183375,0.7334963325183375
12ll1,U-Net_55_1,445,445,445,425,20,20.0,4.49438202247191,4.49438202247191,417,28,28.0,6.292134831460674,6.292134831460674
12ll2,U-Net_55_1,506,500,500,447,53,53.0,10.6,10.6,427,73,73.0,14.6,14.6
12lr1,U-Net_55_1,328,326,326,338,-12,12.0,-3.6809815950920246,3.6809815950920246,328,-2,2.0,-0.6134969325153374,0.6134969325153374
12lr2,U-Net_55_1,258,257,257,276,-19,19.0,-7.392996108949417,7.392996108949417,268,-11,11.0,-4.280155642023346,4.280155642023346
12lr3,U-Net_55_1,147,144,144,170,-26,26.0,-18.055555555555554,18.055555555555554,158,-14,14.0,-9.722222222222223,9.722222222222223
12lu1,U-Net_55_1,545,543,543,483,60,60.0,11.049723756906078,11.049723756906078,467,76,76.0,13.996316758747698,13.996316758747698
12lu3,U-Net_55_1,129,129,129,149,-20,20.0,-15.503875968992247,15.503875968992247,141,-12,12.0,-9.30232558139535,9.30232558139535
12rl2,U-Net_55_1,403,401,401,387,14,14.0,3.4912718204488775,3.4912718204488775,378,23,23.0,5.7356608478802995,5.7356608478802995
12rr1,U-Net_55_1,382,381,381,394,-13,13.0,-3.4120734908136483,3.4120734908136483,381,0,0.0,0.0,0.0
12rr2,U-Net_55_1,401,398,398,403,-5,5.0,-1.256281407035176,1.256281407035176,392,6,6.0,1.507537688442211,1.507537688442211
12rr3,U-Net_55_1,329,329,329,337,-8,8.0,-2.43161094224924,2.43161094224924,329,0,0.0,0.0,0.0
12ru2,U-Net_55_1,338,340,340,342,-2,2.0,-0.5882352941176471,0.5882352941176471,328,12,12.0,3.5294117647058822,3.5294117647058822
